Kpmag,numax,e_numax,Delnu,e_Delnu,A,e_A,Width,e_Width,Teff,e_Teff,log(g),e_log(g),[Fe/H],e_[Fe/H],NoCorM,e_NoCorM,NoCorR,e_NoCorR,RGBcorM,e_RGBcorM,RGBcorR,e_RGBcorR,ClcorM,e_ClcorM,ClcorR,e_ClcorR,Phase
12.588,225.94,1.45,17.73,0.023,     ,     ,     ,    ,4942,80,3.268,0.006,-0.32,0.15,1.04,0.05,3.93,0.07,0.99,0.05,3.83,0.07,1.05,0.05,3.95,0.07,1
15.81,26.88,0.93,3.55,0.161,133.8,  7.7, 10.8, 1.8,4415,130,2.319,0.017,-1.5,0.3,0.92,0.2,11.02,1.09,0.74,0.15,9.87,0.94,0.84,0.18,10.48,1.02,2
12.03,31.91,0.51,3.859,0.032,138.2,  5.8, 13.1, 1.1,4720,80,2.408,0.009,-0.01,0.15,1.22,0.09,11.44,0.32,1.12,0.08,10.93,0.31,1.23,0.09,11.47,0.32,2
12.12,58.22,0.73,5.927,0.012, 73.5,  5.0, 16.7, 1.3,4625,80,2.665,0.008,0.03,0.15,1.29,0.08,8.76,0.19,1.16,0.07,8.28,0.17,1.29,0.08,8.76,0.19,1
13.12,34.34,0.55,4.082,0.024, 93.3,  4.7, 12.9, 1.1,5032,146,2.454,0.01,0.22,0.3,1.34,0.1,11.36,0.32,1.36,0.11,11.46,0.33,1.35,0.11,11.41,0.32,2
11.19,33.64,0.55,4.148,0.029,128.3,  5.4, 14.2, 1.0,4639,100,2.427,0.01,0.33,0.15,1.04,0.08,10.35,0.29,0.98,0.07,10.02,0.28,1.04,0.08,10.33,0.29,2
11.58,8.58,0.3,1.373,0.035,290.3, 30.5,  4.1, 0.7,4279,100,1.816,0.017,0.29,0.15,1.28,0.2,23.14,1.5,1.11,0.17,21.55,1.36,1.26,0.2,22.94,1.48,1
13.63,51.41,0.49,5.316,0.022, 88.9,  3.8, 18.0, 1.5,4786,144,2.618,0.009,-0.1,0.3,1.45,0.1,9.78,0.24,1.32,0.09,9.34,0.22,1.46,0.1,9.83,0.24,1
12.57,35.71,0.54,4.259,0.052,109.2,  4.2, 14.1, 1.0,4892,80,2.465,0.009,-0.16,0.15,1.22,0.1,10.7,0.35,1.15,0.09,10.39,0.34,1.23,0.1,10.75,0.36,2
13.33,25.68,1.16,2.894,0.054, 70.6,  3.9, 13.2, 3.1,5106,162,2.331,0.021,-0.01,0.3,2.26,0.37,17.02,1.06,2.3,0.38,17.17,1.07,2.35,0.39,17.36,1.08,2
13.5,54.07,0.69,5.681,0.016, 97.8,  4.9, 17.0, 0.9,4856,146,2.643,0.01,-0.09,0.3,1.32,0.09,9.07,0.23,1.24,0.09,8.79,0.22,1.34,0.09,9.13,0.23,1
11.88,49.75,0.65,5.385,0.011,101.4,  4.2, 16.9, 0.9,4639,100,2.597,0.009,-0.27,0.15,1.19,0.07,9.08,0.2,1.04,0.06,8.47,0.19,1.17,0.07,8.99,0.2,1
13.732,201.76,1.21,15.839,0.029,     ,     ,     ,    ,5174,157,3.229,0.008,-0.15,0.3,1.25,0.08,4.5,0.1,1.28,0.08,4.55,0.1,1.26,0.08,4.52,0.1,1
12.0,53.31,0.46,5.671,0.012, 97.1,  4.2, 16.1, 0.6,4625,80,2.627,0.007,-0.35,0.15,1.18,0.06,8.76,0.17,1.02,0.05,8.14,0.15,1.15,0.06,8.64,0.16,1
12.63,33.43,1.04,4.01,0.067, 98.3,  6.0, 14.9, 4.6,4622,80,2.424,0.015,0.27,0.15,1.17,0.14,10.98,0.53,1.07,0.13,10.54,0.51,1.17,0.14,10.99,0.53,2
13.7,80.11,0.6,7.719,0.019, 67.7,  2.4, 26.2, 1.2,5129,163,2.826,0.009,-0.38,0.3,1.37,0.09,7.48,0.17,1.34,0.09,7.42,0.17,1.4,0.09,7.57,0.18,1
11.37,42.51,0.8,4.323,0.014, 73.9,  3.6, 16.9, 1.5,4736,100,2.533,0.01,0.22,0.15,1.84,0.14,12.16,0.32,1.72,0.13,11.76,0.31,1.88,0.14,12.28,0.33,1
10.63,67.6,1.94,5.696,0.024, 27.2,  1.1, 32.6, 2.3,5031,80,2.748,0.014,0.16,0.15,2.69,0.26,11.48,0.39,2.78,0.27,11.68,0.4,2.79,0.27,11.69,0.4,2
11.62,58.96,2.43,5.649,0.146, 39.7,  2.5, 31.3, 5.5,5071,80,2.69,0.019,-0.38,0.15,1.87,0.31,10.23,0.7,1.79,0.3,10.0,0.68,1.92,0.32,10.37,0.71,2
11.41,46.58,0.48,4.722,0.015, 75.1,  3.0, 17.4, 1.3,4669,100,2.57,0.008,0.19,0.15,1.67,0.1,11.09,0.24,1.53,0.09,10.63,0.23,1.69,0.1,11.18,0.24,1
11.62,29.37,0.66,3.903,0.102,144.8,  6.4, 13.0, 2.3,4804,100,2.376,0.012,-0.26,0.15,0.93,0.12,10.38,0.62,0.86,0.11,9.96,0.58,0.93,0.12,10.36,0.62,2
11.85,59.87,0.57,5.918,0.015, 85.5,  3.9, 19.4, 1.0,4738,100,2.682,0.008,0.07,0.15,1.47,0.08,9.14,0.19,1.35,0.08,8.78,0.18,1.48,0.08,9.2,0.19,1
13.63,29.13,0.83,3.685,0.05,113.4,  5.1, 11.7, 1.1,4960,148,2.379,0.015,-0.29,0.3,1.2,0.14,11.74,0.52,1.14,0.13,11.44,0.51,1.22,0.14,11.82,0.53,2
12.44,43.61,0.42,4.78,0.014,114.8,  6.0, 14.3, 0.8,4549,80,2.536,0.007,-0.02,0.15,1.25,0.07,10.0,0.2,1.1,0.06,9.39,0.19,1.24,0.07,9.95,0.2,1
12.63,34.34,0.44,3.972,0.06,105.3,  3.9, 13.3, 1.1,4782,80,2.443,0.008,-0.07,0.15,1.38,0.12,11.7,0.43,1.27,0.11,11.2,0.4,1.4,0.12,11.76,0.43,2
10.93,40.44,1.55,4.544,0.388, 77.2,  7.3, 20.7, 4.0,4854,100,2.517,0.018,0.19,0.15,1.35,0.49,10.61,1.87,1.3,0.47,10.42,1.82,1.36,0.5,10.66,1.88,2
11.68,141.25,1.95,10.825,0.018, 23.4,  0.9, 59.5,10.4,5062,100,3.069,0.009,0.39,0.15,1.9,0.12,6.66,0.15,1.94,0.12,6.73,0.15,1.92,0.12,6.7,0.15,1
12.84,40.28,0.89,4.53,0.015, 67.8,  3.3, 19.5, 3.0,4790,80,2.513,0.011,0.06,0.15,1.32,0.11,10.56,0.3,1.24,0.1,10.22,0.29,1.34,0.11,10.62,0.3,2
11.44,42.41,1.11,4.646,0.018, 84.9,  3.3, 17.8, 1.2,4974,151,2.543,0.014,0.01,0.3,1.48,0.15,10.77,0.37,1.43,0.14,10.61,0.36,1.5,0.15,10.84,0.37,2
13.33,30.2,0.49,3.931,0.063,132.2,  5.0, 12.7, 1.3,4784,145,2.387,0.011,-0.12,0.3,0.98,0.1,10.51,0.44,0.91,0.09,10.14,0.42,0.98,0.1,10.51,0.44,2
12.31,72.6,0.57,7.114,0.014, 69.4,  2.8, 22.1, 1.0,4881,144,2.772,0.008,-0.66,0.3,1.31,0.08,7.79,0.17,1.16,0.07,7.34,0.16,1.3,0.08,7.77,0.17,1
12.56,111.23,0.63,9.885,0.017, 56.3,  2.2, 33.8, 1.8,4836,80,2.956,0.006,-0.12,0.15,1.25,0.06,6.15,0.11,1.16,0.05,5.93,0.1,1.26,0.06,6.18,0.11,1
11.21,35.28,0.54,4.09,0.039, 98.5,  4.4, 13.8, 1.2,4807,100,2.456,0.009,-0.09,0.15,1.34,0.1,11.36,0.34,1.24,0.09,10.92,0.33,1.36,0.1,11.42,0.34,2
12.54,48.59,0.94,4.802,0.035, 48.2,  2.5, 18.5, 1.7,5035,80,2.605,0.01,-0.27,0.15,1.98,0.15,11.62,0.34,1.9,0.15,11.37,0.33,2.04,0.16,11.79,0.34,2
14.0,27.11,0.62,3.888,0.076,144.5,  6.5, 12.4, 1.2,4977,154,2.349,0.013,-0.39,0.3,0.79,0.09,9.83,0.49,0.79,0.09,9.86,0.49,0.8,0.1,9.9,0.5,2
14.22,198.03,1.1,16.251,0.041, 41.2,  1.6, 55.7, 2.4,4935,147,3.211,0.008,-1.0,0.3,0.99,0.06,4.09,0.09,0.88,0.05,3.85,0.08,0.99,0.06,4.1,0.09,1
12.92,43.46,0.86,4.636,0.031, 61.8,  2.4, 17.2, 1.1,5033,152,2.556,0.012,-0.62,0.3,1.63,0.14,11.15,0.35,1.52,0.13,10.77,0.34,1.68,0.15,11.32,0.36,2
13.53,110.19,0.76,9.347,0.014, 54.3,  2.4, 34.1, 1.9,4936,153,2.956,0.009,-0.03,0.3,1.56,0.1,6.89,0.15,1.49,0.09,6.73,0.15,1.59,0.1,6.93,0.15,1
13.52,91.22,0.78,7.943,0.016, 48.3,  2.9, 27.0, 1.6,4861,153,2.871,0.009,0.17,0.3,1.66,0.11,7.83,0.18,1.58,0.1,7.65,0.18,1.7,0.11,7.91,0.18,1
12.52,189.67,4.53,14.071,0.065, 12.5,  1.3,101.2,35.6,5307,156,3.208,0.013,-0.33,0.3,1.73,0.16,5.42,0.18,1.78,0.17,5.49,0.18,1.78,0.17,5.5,0.18,1
11.48,42.96,0.62,4.364,0.027, 78.6,  2.8, 17.0, 1.3,4858,100,2.544,0.009,0.29,0.15,1.9,0.13,12.22,0.32,1.83,0.13,11.98,0.31,1.93,0.13,12.31,0.32,2
13.94,27.19,1.41,3.9,0.145,143.7,  7.5, 12.5, 2.0,4827,151,2.344,0.024,-0.18,0.3,0.75,0.17,9.65,0.9,0.75,0.17,9.63,0.9,0.76,0.17,9.73,0.91,2
12.47,59.55,0.45,6.016,0.016,106.8,  5.1, 17.8, 1.0,4569,80,2.672,0.007,0.2,0.15,1.28,0.07,8.64,0.16,1.15,0.06,8.19,0.15,1.29,0.07,8.67,0.16,1
9.64,58.34,2.08,5.39,0.143, 46.1,  3.8, 26.3, 5.3,4857,140,2.676,0.017,-0.16,0.3,2.05,0.33,10.88,0.73,1.9,0.3,10.49,0.7,2.08,0.34,10.96,0.74,2
11.95,91.31,1.09,7.86,0.015, 31.4,  2.4, 26.8, 2.9,4841,80,2.87,0.008,0.07,0.15,1.73,0.1,7.99,0.16,1.63,0.09,7.75,0.16,1.77,0.1,8.08,0.17,1
12.59,59.73,2.39,6.122,0.214,103.3, 23.2, 19.3, 5.4,4854,169,2.687,0.019,-0.58,0.3,1.32,0.26,8.63,0.72,1.17,0.22,8.12,0.66,1.31,0.26,8.6,0.72,1
12.71,116.45,0.7,9.962,0.016, 57.5,  2.2, 35.3, 1.4,4783,80,2.973,0.006,0.14,0.15,1.36,0.07,6.31,0.11,1.28,0.06,6.12,0.11,1.38,0.07,6.34,0.11,1
12.49,52.05,0.68,5.421,0.016, 88.7,  4.0, 17.2, 0.9,4829,100,2.626,0.008,0.02,0.15,1.41,0.09,9.57,0.22,1.33,0.08,9.28,0.21,1.43,0.09,9.63,0.22,1
12.98,29.5,2.0,3.722,0.04,108.9,  4.7, 12.9, 2.6,4894,80,2.382,0.03,-0.37,0.15,1.18,0.25,11.58,0.84,1.08,0.23,11.1,0.81,1.19,0.25,11.65,0.85,2
13.84,135.28,0.89,11.363,0.019, 50.0,  3.2, 36.6, 1.9,5195,159,3.056,0.008,0.03,0.3,1.43,0.09,5.87,0.13,1.48,0.09,5.96,0.13,1.45,0.09,5.91,0.13,1
12.81,50.9,0.57,4.914,0.036, 67.8,  2.7, 19.4, 1.7,4854,80,2.617,0.007,0.23,0.15,1.97,0.12,11.41,0.28,1.89,0.12,11.17,0.27,2.0,0.13,11.52,0.29,2
13.04,23.97,0.83,3.634,0.157,196.0, 11.9, 11.8, 1.8,4825,80,2.289,0.016,0.12,0.15,0.68,0.14,9.8,0.93,0.73,0.15,10.13,0.97,0.7,0.15,9.94,0.95,2
8.32,36.52,0.88,4.217,0.033,117.5,  4.9, 16.4, 1.2,4726,138,2.467,0.013,0.23,0.3,1.29,0.12,10.97,0.39,1.21,0.12,10.63,0.37,1.3,0.13,11.01,0.39,2
14.61,141.94,1.08,11.934,0.022, 46.3,  2.4, 37.6, 2.5,5121,171,3.074,0.009,-0.12,0.3,1.33,0.09,5.54,0.13,1.34,0.09,5.57,0.13,1.35,0.09,5.58,0.13,1
11.87,38.62,0.47,4.505,0.013,115.5,  5.3, 13.1, 0.9,4885,100,2.499,0.008,-0.85,0.15,1.23,0.07,10.34,0.23,1.07,0.06,9.64,0.21,1.21,0.07,10.25,0.23,1
12.96,31.37,0.73,3.892,0.028,121.3,  5.0, 12.3, 1.1,4886,80,2.408,0.012,-0.19,0.15,1.18,0.1,11.25,0.36,1.11,0.1,10.91,0.35,1.19,0.1,11.29,0.36,2
14.934,239.55,3.76,18.909,0.46,     ,     ,     ,    ,5355,155,3.311,0.01,-0.53,0.3,1.08,0.13,3.81,0.21,1.13,0.14,3.89,0.22,1.11,0.14,3.85,0.21,1
12.76,156.75,0.7,12.801,0.022, 48.2,  1.9, 43.6, 1.9,4858,80,3.106,0.006,-0.01,0.15,1.25,0.06,5.18,0.09,1.19,0.05,5.05,0.09,1.26,0.06,5.2,0.09,1
13.78,29.06,0.54,4.342,0.213,139.6,  6.7, 12.7, 4.5,5306,167,2.393,0.011,-0.97,0.3,0.69,0.15,8.72,0.89,0.72,0.15,8.91,0.92,0.75,0.16,9.15,0.96,2
13.58,110.99,0.75,9.72,0.019, 63.9,  2.8, 33.1, 1.5,4963,152,2.96,0.008,0.28,0.3,1.38,0.09,6.43,0.14,1.38,0.09,6.44,0.14,1.39,0.09,6.46,0.14,1
13.73,121.44,0.78,10.77,0.014, 63.9,  2.1, 36.2, 1.2,5121,152,3.006,0.008,-0.16,0.3,1.25,0.08,5.82,0.13,1.27,0.08,5.86,0.13,1.27,0.08,5.85,0.13,1
13.72,195.16,1.03,15.35,0.016, 46.4,  1.8, 47.2, 3.0,5144,158,3.213,0.008,0.21,0.3,1.27,0.08,4.62,0.1,1.32,0.08,4.71,0.1,1.28,0.08,4.63,0.1,1
10.09,56.32,0.68,5.401,0.013, 63.2,  2.5, 19.3, 1.1,4975,100,2.666,0.008,-0.07,0.15,1.89,0.11,10.58,0.23,1.81,0.11,10.36,0.22,1.95,0.12,10.72,0.23,1
11.89,157.28,0.74,13.13,0.018, 44.0,  1.2, 46.6, 1.7,5106,100,3.118,0.006,-0.46,0.15,1.23,0.06,5.07,0.09,1.2,0.06,5.0,0.09,1.26,0.06,5.12,0.09,1
12.82,29.84,0.84,3.775,0.092,114.2,  6.6, 13.0, 2.4,4756,80,2.381,0.013,-0.2,0.15,1.1,0.15,11.22,0.66,0.99,0.13,10.65,0.61,1.1,0.15,11.21,0.66,2
11.42,150.37,0.94,12.179,0.017, 40.7,  1.6, 43.8, 2.3,4927,80,3.091,0.006,-0.11,0.15,1.37,0.07,5.53,0.1,1.31,0.06,5.4,0.1,1.4,0.07,5.57,0.1,1
11.99,164.78,0.91,13.242,0.018, 40.3,  1.4, 47.3, 2.2,4883,80,3.129,0.006,-0.16,0.15,1.28,0.06,5.1,0.09,1.2,0.06,4.94,0.09,1.29,0.06,5.13,0.09,1
12.76,30.1,0.94,3.879,0.079,142.4,  6.3, 13.2, 1.3,4726,80,2.383,0.015,-0.08,0.15,1.01,0.13,10.69,0.58,0.92,0.12,10.23,0.54,1.01,0.13,10.69,0.58,2
13.16,77.31,0.9,7.083,0.013, 48.3,  2.6, 28.7, 2.8,5044,153,2.807,0.009,0.06,0.3,1.69,0.12,8.51,0.2,1.67,0.11,8.45,0.2,1.73,0.12,8.59,0.21,1
13.0,75.5,0.52,7.31,0.015, 68.1,  2.8, 21.0, 0.9,4820,80,2.787,0.006,-0.19,0.15,1.3,0.06,7.62,0.14,1.19,0.06,7.29,0.13,1.31,0.06,7.66,0.14,1
10.19,47.81,0.69,4.731,0.022, 73.0,  3.1, 19.5, 1.8,4837,100,2.589,0.009,0.55,0.15,1.89,0.13,11.55,0.28,1.85,0.12,11.42,0.28,1.92,0.13,11.63,0.29,2
12.41,41.95,0.45,4.507,0.018,115.4,  5.5, 13.1, 1.1,4686,100,2.525,0.008,0.39,0.15,1.48,0.09,10.99,0.24,1.38,0.08,10.63,0.24,1.48,0.09,11.01,0.24,1
10.16,48.61,0.45,5.349,0.015, 97.1,  3.9, 15.8, 0.7,4797,100,2.595,0.007,-0.48,0.15,1.2,0.07,9.15,0.19,1.05,0.06,8.57,0.17,1.18,0.07,9.07,0.19,1
10.28,46.24,0.68,4.734,0.011, 70.0,  3.5, 16.5, 1.2,5019,100,2.583,0.009,-0.19,0.15,1.8,0.12,11.36,0.26,1.72,0.11,11.11,0.26,1.84,0.12,11.5,0.27,1
10.5,39.79,0.58,4.414,0.022, 86.8,  3.2, 16.0, 1.6,4852,100,2.51,0.009,-0.17,0.15,1.44,0.1,11.06,0.28,1.33,0.09,10.62,0.26,1.46,0.1,11.14,0.28,2
10.97,130.89,1.33,10.797,0.018, 28.7,  2.1, 43.4, 8.4,4887,80,3.029,0.007,-0.15,0.15,1.45,0.08,6.1,0.12,1.36,0.07,5.9,0.11,1.48,0.08,6.15,0.12,1
13.0,28.34,0.89,3.979,0.115,114.8,  5.9, 12.4, 2.0,5132,150,2.375,0.016,-0.45,0.3,0.86,0.14,9.97,0.69,0.88,0.14,10.11,0.7,0.87,0.14,10.02,0.69,2
13.01,41.62,0.29,4.612,0.023,116.9,  6.3, 12.6, 0.7,5005,175,2.536,0.009,-0.43,0.3,1.45,0.1,10.76,0.28,1.36,0.1,10.42,0.27,1.49,0.1,10.9,0.28,1
13.63,93.86,0.72,8.736,0.021, 65.1,  2.6, 28.6, 1.2,5012,151,2.89,0.009,-0.38,0.3,1.3,0.08,6.77,0.15,1.23,0.08,6.59,0.15,1.32,0.08,6.84,0.15,1
12.87,41.15,0.47,4.717,0.016,108.9,  4.7, 14.0, 0.8,4765,80,2.521,0.008,-0.57,0.15,1.19,0.07,9.92,0.21,1.03,0.06,9.22,0.19,1.16,0.07,9.78,0.21,1
13.003,240.94,2.15,17.969,0.028,     ,     ,     ,    ,5234,155,3.309,0.009,-0.2,0.3,1.31,0.08,4.2,0.09,1.35,0.09,4.26,0.1,1.33,0.08,4.23,0.1,1
11.85,29.79,0.82,3.938,0.056, 99.4,  5.6, 13.3, 2.0,4956,147,2.389,0.014,-0.41,0.3,0.99,0.11,10.51,0.47,0.94,0.11,10.24,0.45,1.0,0.12,10.59,0.47,2
13.29,28.19,0.55,3.792,0.057,142.2,  7.0, 11.2, 1.1,4937,151,2.364,0.012,-0.11,0.3,0.97,0.1,10.71,0.44,0.97,0.1,10.71,0.44,0.97,0.1,10.71,0.44,2
13.88,206.36,3.0,15.511,0.064,     ,     ,     ,    ,5226,157,3.241,0.01,-0.48,0.3,1.47,0.11,4.82,0.13,1.47,0.11,4.82,0.13,1.52,0.11,4.89,0.13,1
11.92,47.03,0.76,4.711,0.041, 55.5,  2.9, 17.7, 1.5,4896,80,2.585,0.009,-0.02,0.15,1.86,0.14,11.52,0.33,1.76,0.13,11.21,0.32,1.91,0.14,11.67,0.34,2
12.13,110.68,0.66,9.824,0.029, 55.0,  2.4, 31.4, 1.3,4910,80,2.957,0.006,-0.27,0.15,1.29,0.06,6.24,0.11,1.2,0.06,6.03,0.11,1.31,0.06,6.29,0.12,1
12.81,113.68,0.86,9.664,0.022, 52.6,  3.4, 35.1, 3.2,4825,80,2.965,0.007,-0.05,0.15,1.45,0.07,6.57,0.12,1.35,0.07,6.34,0.12,1.47,0.07,6.61,0.12,1
12.19,32.37,0.57,4.076,0.03,126.0,  5.1, 13.3, 1.0,4752,80,2.416,0.01,-0.01,0.15,1.04,0.08,10.44,0.29,0.97,0.07,10.1,0.28,1.04,0.08,10.46,0.3,2
13.95,50.17,0.39,5.431,0.011, 98.5,  4.4, 16.5, 1.1,4911,153,2.613,0.009,-0.66,0.3,1.28,0.08,9.26,0.21,1.15,0.07,8.77,0.2,1.29,0.08,9.28,0.21,1
12.03,30.43,0.94,3.695,0.043,105.4,  5.8, 13.0, 2.1,4622,80,2.383,0.015,-0.02,0.15,1.22,0.14,11.78,0.5,1.09,0.12,11.1,0.46,1.22,0.14,11.77,0.5,2
13.59,67.78,0.48,6.631,0.022, 87.5,  3.9, 18.9, 0.9,4844,145,2.741,0.008,0.08,0.3,1.4,0.09,8.34,0.19,1.33,0.08,8.13,0.18,1.41,0.09,8.39,0.19,1
13.8,32.23,0.5,3.886,0.023,144.8,  6.3, 13.4, 1.3,4825,145,2.417,0.01,0.03,0.3,1.26,0.1,11.52,0.33,1.2,0.09,11.2,0.32,1.28,0.1,11.57,0.33,2
13.34,42.84,0.75,4.551,0.025, 92.1,  4.1, 15.9, 1.1,4776,143,2.539,0.011,-0.08,0.3,1.56,0.13,11.11,0.32,1.42,0.11,10.61,0.31,1.57,0.13,11.16,0.33,1
13.03,32.8,0.97,4.037,0.05,117.5,  4.9, 14.5, 1.4,5071,159,2.436,0.015,-0.14,0.3,1.23,0.15,11.14,0.49,1.24,0.15,11.15,0.49,1.24,0.15,11.19,0.49,2
12.89,33.34,0.54,3.996,0.039,111.3,  4.5, 14.0, 1.3,4693,80,2.426,0.009,0.02,0.15,1.2,0.09,11.12,0.34,1.09,0.08,10.6,0.32,1.21,0.09,11.15,0.34,2
11.25,32.88,2.42,3.98,0.024, 93.1,  5.5, 14.3, 1.9,4791,80,2.424,0.032,-0.14,0.15,1.21,0.27,11.17,0.85,1.11,0.25,10.68,0.82,1.21,0.27,11.19,0.85,1
13.23,76.89,0.47,7.449,0.017, 68.7,  2.5, 24.9, 1.3,4854,97,2.796,0.007,-0.33,0.16,1.28,0.07,7.5,0.14,1.17,0.06,7.15,0.13,1.29,0.07,7.53,0.14,1
13.86,84.9,0.69,7.967,0.016, 76.9,  2.7, 26.5, 1.1,4939,150,2.843,0.009,-0.15,0.3,1.36,0.09,7.31,0.17,1.29,0.08,7.13,0.16,1.38,0.09,7.37,0.17,1
13.58,36.02,0.56,4.245,0.116,108.7,  3.9, 14.2, 1.8,5017,152,2.474,0.01,-0.12,0.3,1.32,0.17,11.0,0.67,1.29,0.17,10.9,0.66,1.33,0.18,11.08,0.67,2
15.65,29.48,0.45,3.633,0.016,112.0,  9.0,  9.9, 1.6,5063,212,2.389,0.012,-0.2,0.3,1.36,0.12,12.35,0.38,1.34,0.12,12.24,0.38,1.39,0.12,12.46,0.38,1
15.53,45.48,0.55,4.923,0.016, 98.5,  5.4, 14.9, 0.9,4665,132,2.56,0.009,-0.2,0.3,1.31,0.09,9.96,0.24,1.16,0.08,9.35,0.23,1.3,0.09,9.9,0.24,1
11.53,114.39,1.46,8.778,0.041, 28.3,  1.6, 44.8, 9.1,5021,80,2.976,0.008,0.1,0.15,2.31,0.14,8.18,0.19,2.32,0.14,8.2,0.19,2.38,0.14,8.3,0.19,2
15.12,143.62,1.73,11.917,0.037, 41.0,  5.0, 34.9, 5.3,4920,145,3.07,0.009,-0.51,0.3,1.3,0.09,5.51,0.14,1.19,0.08,5.26,0.13,1.32,0.09,5.55,0.14,1
13.92,136.43,0.58,11.562,0.017, 60.5,  2.4, 35.8, 1.4,4919,147,3.048,0.008,-0.34,0.3,1.26,0.07,5.56,0.12,1.17,0.07,5.36,0.11,1.28,0.08,5.61,0.12,1
13.41,35.58,0.73,4.281,0.027, 99.6,  4.4, 13.9, 1.3,5312,176,2.481,0.012,-0.31,0.3,1.34,0.12,11.0,0.36,1.38,0.13,11.2,0.36,1.36,0.12,11.11,0.36,2
13.47,91.87,0.69,8.227,0.017, 75.2,  2.9, 28.8, 1.3,4751,143,2.869,0.008,-0.02,0.3,1.43,0.09,7.27,0.16,1.31,0.08,6.96,0.15,1.44,0.09,7.31,0.16,1
15.25,41.94,1.02,4.823,0.013,102.4,  6.4, 16.2, 1.6,4751,134,2.528,0.013,-0.09,0.3,1.15,0.11,9.66,0.31,1.05,0.1,9.24,0.29,1.15,0.11,9.67,0.31,1
13.79,30.8,0.66,4.167,0.057,130.6,  5.1, 12.7, 0.9,5219,160,2.415,0.012,-0.35,0.3,0.94,0.1,9.96,0.4,0.98,0.1,10.17,0.41,0.95,0.1,10.02,0.41,2
13.98,166.76,0.8,13.361,0.016, 44.9,  2.2, 43.8, 2.4,5022,175,3.14,0.009,0.24,0.3,1.33,0.09,5.14,0.12,1.35,0.09,5.19,0.12,1.34,0.09,5.17,0.12,1
15.85,40.19,0.45,4.604,0.018,120.7,  7.0, 13.4, 1.3,4736,165,2.509,0.01,-0.13,0.3,1.21,0.09,10.14,0.27,1.09,0.08,9.63,0.25,1.21,0.09,10.14,0.27,1
12.99,30.76,0.45,3.907,0.035,146.5,  6.0, 12.9, 2.1,4615,80,2.387,0.009,0.15,0.15,1.01,0.07,10.64,0.3,0.92,0.07,10.16,0.29,1.01,0.07,10.63,0.3,2
12.33,26.69,1.0,3.251,0.154,137.1, 12.1, 12.2, 2.0,4898,153,2.339,0.018,0.1,0.3,1.5,0.34,13.74,1.43,1.44,0.33,13.46,1.39,1.52,0.35,13.83,1.44,2
13.16,153.86,1.96,11.985,0.015, 27.0,  1.3, 55.6,11.0,5164,166,3.111,0.01,-0.09,0.3,1.68,0.12,5.98,0.15,1.7,0.12,6.0,0.15,1.72,0.12,6.05,0.15,1
14.0,33.18,0.61,4.083,0.061,113.3,  5.0, 13.8, 1.7,5092,161,2.442,0.011,-0.37,0.3,1.23,0.12,11.04,0.45,1.2,0.12,10.92,0.45,1.25,0.13,11.14,0.46,2
13.14,34.31,0.68,3.988,0.052, 93.5,  5.2, 12.3, 1.4,5056,159,2.455,0.012,-0.32,0.3,1.48,0.15,11.92,0.47,1.42,0.14,11.68,0.45,1.52,0.15,12.08,0.47,2
13.89,19.75,0.24,2.804,0.018,119.5,  7.3,  7.5, 0.7,5148,176,2.219,0.01,-1.52,0.3,1.18,0.09,14.01,0.4,1.12,0.09,13.62,0.38,1.08,0.08,13.37,0.38,2
13.73,32.12,0.3,3.843,0.017,118.9,  7.4,  9.8, 0.7,4874,148,2.418,0.009,-0.39,0.3,1.33,0.09,11.8,0.29,1.21,0.08,11.24,0.27,1.34,0.09,11.87,0.29,1
11.96,41.52,0.71,4.544,0.044, 76.2,  2.7, 17.2, 1.3,4881,80,2.53,0.009,-0.13,0.15,1.47,0.11,10.92,0.33,1.38,0.11,10.56,0.32,1.5,0.12,11.01,0.34,2
12.84,29.29,0.75,4.056,0.048,115.6,  5.3, 12.8, 1.5,4952,80,2.381,0.012,-0.32,0.15,0.83,0.08,9.74,0.37,0.83,0.08,9.72,0.37,0.84,0.08,9.79,0.38,2
13.61,33.1,0.38,4.189,0.038,103.7,  4.8, 13.3, 1.2,5143,171,2.443,0.01,-0.52,0.3,1.12,0.09,10.51,0.32,1.11,0.09,10.47,0.32,1.14,0.09,10.63,0.33,2
12.34,33.26,0.82,4.117,0.075,113.6,  4.1, 13.5, 1.1,4858,80,2.432,0.012,-0.06,0.15,1.11,0.13,10.63,0.5,1.07,0.12,10.39,0.48,1.12,0.13,10.66,0.5,2
11.57,5.42,0.43,0.963,0.024,410.5, 40.1,  2.7, 0.7,4239,100,1.615,0.035,-0.05,0.15,1.31,0.35,29.54,2.83,1.14,0.3,27.54,2.61,1.27,0.34,29.14,2.78,1
13.1,48.94,0.65,4.834,0.025, 73.1,  2.8, 18.9, 1.2,4829,80,2.599,0.008,0.18,0.15,1.85,0.12,11.31,0.27,1.76,0.11,11.01,0.26,1.89,0.12,11.43,0.27,2
11.05,53.32,0.57,5.151,0.032, 68.4,  2.2, 21.9, 1.7,4854,100,2.637,0.008,0.39,0.15,1.87,0.12,10.88,0.26,1.81,0.11,10.7,0.26,1.89,0.12,10.94,0.26,2
